#FilamentSensor-0.2.2j
#cell_properties
%cell_identifier
-1
%center_x
281
%center_y
298
%area
369046.0
%aspect_ratio
1.527799
%long_half_axis
423.64143
%orientation
50.83619
%order_parameter
-0.036226
%new_orientation
132.980413
%new_order_parameter
0.037632
%area_interior
369016
%mean_brightness_interior
213.36148
%area_boundary
30.0
%mean_brightness_boundary
255.0
%excursion_ratio
0.178679
%number_filaments
765
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified
1,591.5,897.0,79.0,0.0,5.187179,0.0,0.0,false
2,546.5,189.0,43.0,0.0,5.283333,0.0,0.0,false
3,441.5,897.0,35.0,0.0,4.920588,0.0,0.0,false
4,973.0,316.0,34.0,90.0,5.518182,0.0,0.0,false
5,878.0,189.0,26.0,0.0,5.26,0.0,0.0,false
6,646.0,189.0,26.0,0.0,5.52,0.0,0.0,false
7,973.0,382.0,24.0,90.0,4.895652,0.0,0.0,false
8,763.0,189.0,24.0,0.0,5.113043,0.0,0.0,false
9,973.0,352.5,23.0,90.0,5.7,0.0,0.0,false
10,696.5,189.0,23.0,0.0,5.563636,0.0,0.0,false
11,481.5,897.0,23.0,0.0,5.313636,0.0,0.0,false
12,475.5,189.0,23.0,0.0,5.018182,0.0,0.0,false
13,604.0,868.5,29.0,133.602819,3.616796,0.0,0.0,false
14,369.0,531.5,23.345235,46.735705,3.233023,0.0,0.0,false
15,612.5,189.0,723.0,0.0,4.310111,0.0,0.0,false
16,252.0,543.0,710.0,90.0,4.036389,0.0,0.0,false
17,442.5,898.0,383.0,0.0,3.7,0.0,0.0,false
18,974.0,304.5,233.0,90.0,3.7,0.0,0.0,false
19,972.5,231.5,33.136083,95.194429,3.778161,0.0,0.0,false
20,660.5,210.5,29.017236,1.974934,3.257871,0.0,0.0,false
21,582.0,827.0,28.635642,155.224859,3.078507,0.0,0.0,false
22,952.5,410.5,25.019992,177.70939,3.212019,0.0,0.0,false
23,972.5,254.0,24.186773,97.125016,3.831871,0.0,0.0,false
24,613.0,876.5,25.553865,149.420773,4.047076,0.0,0.0,false
25,757.0,262.0,22.36068,116.565051,3.005389,0.0,0.0,false
26,642.0,190.5,20.615528,165.963757,4.191965,0.0,0.0,false
27,533.0,829.0,20.099751,174.289407,3.138276,0.0,0.0,false
28,777.5,299.5,21.023796,115.346176,3.067924,0.0,0.0,false
29,595.0,858.5,22.472205,122.275644,3.809415,0.0,0.0,false
30,626.5,889.0,21.095023,121.429566,4.180558,0.0,0.0,false
31,437.0,404.5,22.203603,35.837653,3.284877,0.0,0.0,false
32,373.5,507.0,21.095023,121.429566,3.507716,0.0,0.0,false
33,461.5,385.5,21.213203,45.0,3.176541,0.0,0.0,false
34,782.0,309.5,52.773099,117.050597,3.057306,0.0,0.0,false
35,755.5,258.5,46.065171,117.121303,3.014788,0.0,0.0,false
36,512.5,825.5,37.656341,169.286877,2.911924,0.0,0.0,false
37,795.0,338.0,37.947332,108.434949,3.018086,0.0,0.0,false
38,521.0,314.5,42.720019,32.574057,2.910632,0.0,0.0,false
39,445.0,399.0,44.407207,35.837653,3.251115,0.0,0.0,false
40,397.0,747.5,42.43819,124.438989,2.932103,0.0,0.0,false
41,346.5,678.5,43.011626,125.537678,2.86011,0.0,0.0,false
42,546.0,290.0,37.735925,57.994617,3.085825,0.0,0.0,false
43,838.5,417.5,32.893768,109.536655,3.19242,0.0,0.0,false
44,612.5,876.0,38.013156,144.637538,3.949889,0.0,0.0,false
45,580.5,826.5,33.615473,157.249024,3.145434,0.0,0.0,false
46,459.0,387.0,42.426407,45.0,2.798968,0.0,0.0,false
47,458.0,802.5,31.953091,159.863697,3.032859,0.0,0.0,false
48,426.5,415.5,39.623226,47.045408,3.152463,0.0,0.0,false
49,597.0,861.0,33.286634,122.735226,3.733957,0.0,0.0,false
50,435.0,786.0,38.209946,132.878904,2.868935,0.0,0.0,false
51,696.5,203.0,28.653098,150.751174,3.619674,0.0,0.0,false
52,639.5,214.5,26.570661,19.798876,3.195532,0.0,0.0,false
53,472.5,371.5,30.232433,55.784298,3.052986,0.0,0.0,false
54,512.0,320.5,29.410882,35.311213,3.052291,0.0,0.0,false
55,494.0,341.0,26.832816,63.434949,3.305284,0.0,0.0,false
56,398.0,769.0,30.0,143.130102,3.091881,0.0,0.0,false
57,365.0,698.0,30.0,143.130102,3.250906,0.0,0.0,false
58,339.0,896.5,24.186773,7.125016,3.780324,0.0,0.0,false
59,772.5,290.5,27.45906,123.111342,3.172567,0.0,0.0,false
60,684.5,215.5,25.495098,154.440035,3.129418,0.0,0.0,false
61,496.5,822.0,23.345235,170.134193,3.101331,0.0,0.0,false
62,484.0,356.5,30.479501,48.990913,3.077119,0.0,0.0,false
63,418.5,771.0,28.017851,145.175511,2.728665,0.0,0.0,false
64,351.5,703.5,31.144823,132.397438,2.830891,0.0,0.0,false
65,938.0,408.0,23.4094,160.016893,3.576829,0.0,0.0,false
66,934.0,406.5,23.769729,157.750976,3.494256,0.0,0.0,false
67,477.0,812.5,27.802878,142.30576,2.904138,0.0,0.0,false
68,373.0,507.0,25.059928,118.61046,3.420923,0.0,0.0,false
69,367.0,533.0,31.112698,45.0,2.965579,0.0,0.0,false
70,822.0,383.5,21.377558,100.784298,3.227127,0.0,0.0,false
71,678.5,198.0,21.095023,5.440332,3.625753,0.0,0.0,false
72,580.0,254.5,25.238859,56.309932,3.074428,0.0,0.0,false
73,560.5,820.0,21.095023,174.559668,3.244231,0.0,0.0,false
74,349.0,559.5,26.400758,52.696052,2.780607,0.0,0.0,false
75,616.0,223.5,22.825424,28.810794,3.15796,0.0,0.0,false
76,592.0,853.0,22.36068,116.565051,3.466155,0.0,0.0,false
77,573.5,262.0,27.586228,46.468801,2.855527,0.0,0.0,false
78,451.0,818.0,22.36068,153.434949,3.489313,0.0,0.0,false
79,378.5,715.0,20.615528,104.036243,3.531619,0.0,0.0,false
80,367.5,492.0,20.223748,98.530766,3.637424,0.0,0.0,false
81,340.0,604.0,20.880613,73.300756,3.183028,0.0,0.0,false
82,835.0,409.5,21.470911,117.758541,3.261495,0.0,0.0,false
83,802.5,313.5,24.207437,128.290163,2.962647,0.0,0.0,false
84,667.5,192.0,20.615528,22.833654,3.635844,0.0,0.0,false
85,419.5,380.5,25.495098,41.82017,3.094042,0.0,0.0,false
86,403.5,435.0,20.124612,63.434949,3.309438,0.0,0.0,false
87,738.5,235.5,20.248457,147.094757,3.256416,0.0,0.0,false
88,610.5,728.0,22.022716,39.47246,2.788076,0.0,0.0,false
89,552.0,280.5,20.808652,54.782407,3.149935,0.0,0.0,false
90,450.5,818.5,21.400935,142.594643,3.09775,0.0,0.0,false
91,398.0,442.5,22.022716,50.52754,3.457391,0.0,0.0,false
92,373.0,705.5,22.022716,129.47246,3.211902,0.0,0.0,false
93,830.0,401.0,20.0,126.869898,3.015743,0.0,0.0,false
94,489.5,315.0,20.615528,50.906141,3.040379,0.0,0.0,false
95,372.0,528.0,20.0,53.130102,3.147256,0.0,0.0,false
96,500.0,187.0,500.0,0.0,1.7,0.0,0.0,false
97,667.5,189.5,113.110565,177.466441,2.432366,0.0,0.0,false
98,841.0,189.5,104.120123,177.247515,2.284291,0.0,0.0,false
99,769.5,286.0,113.176853,117.92359,2.313416,0.0,0.0,false
100,327.5,897.0,89.089842,2.573359,2.379953,0.0,0.0,false
101,488.5,897.0,87.091905,2.632435,2.447935,0.0,0.0,false
